"Tabela 7063 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Geral, grupo, subgrupo, item e subitem";"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Variável";""
"1114023.Café solúvel";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"0,54";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"-0,17";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"2,07";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"0,01";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"-1,74";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"0,55";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"-0,93";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"1,53";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"outubro 2020";"INPC - Variação mensal";"0,32";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"novembro 2020";"INPC - Variação mensal";"0,64";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"dezembro 2020";"INPC - Variação mensal";"-0,19";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"janeiro 2021";"INPC - Variação mensal";"1,17";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"fevereiro 2021";"INPC - Variação mensal";"0,47";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"março 2021";"INPC - Variação mensal";"2,05";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"abril 2021";"INPC - Variação mensal";"0,31";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"maio 2021";"INPC - Variação mensal";"1,09";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"junho 2021";"INPC - Variação mensal";"-1,44";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"julho 2021";"INPC - Variação mensal";"-0,85";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"agosto 2021";"INPC - Variação mensal";"1,62";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"setembro 2021";"INPC - Variação mensal";"2,03";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"outubro 2021";"INPC - Variação mensal";"1,42";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"novembro 2021";"INPC - Variação mensal";"3,32";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"dezembro 2021";"INPC - Variação mensal";"2,45";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"janeiro 2022";"INPC - Variação mensal";"1,44";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"fevereiro 2022";"INPC - Variação mensal";"1,41";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"março 2022";"INPC - Variação mensal";"1,78";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"abril 2022";"INPC - Variação mensal";"1,37";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"maio 2022";"INPC - Variação mensal";"2,90";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"junho 2022";"INPC - Variação mensal";"0,70";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"julho 2022";"INPC - Variação mensal";"3,02";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"agosto 2022";"INPC - Variação mensal";"-0,56";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"setembro 2022";"INPC - Variação mensal";"0,53";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"outubro 2022";"INPC - Variação mensal";"0,94";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"novembro 2022";"INPC - Variação mensal";"3,06";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"dezembro 2022";"INPC - Variação mensal";"-0,33";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"janeiro 2023";"INPC - Variação mensal";"-0,04";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"fevereiro 2023";"INPC - Variação mensal";"0,75";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"março 2023";"INPC - Variação mensal";"-0,48";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"abril 2023";"INPC - Variação mensal";"1,36";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"maio 2023";"INPC - Variação mensal";"0,65";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"junho 2023";"INPC - Variação mensal";"0,83";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"julho 2023";"INPC - Variação mensal";"-1,95";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"agosto 2023";"INPC - Variação mensal";"-0,12";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"setembro 2023";"INPC - Variação mensal";"1,83";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"outubro 2023";"INPC - Variação mensal";"1,56";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"novembro 2023";"INPC - Variação mensal";"-2,69";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"dezembro 2023";"INPC - Variação mensal";"-1,54";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"janeiro 2024";"INPC - Variação mensal";"1,22";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"fevereiro 2024";"INPC - Variação mensal";"0,74";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"março 2024";"INPC - Variação mensal";"0,58";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"abril 2024";"INPC - Variação mensal";"-0,04";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"maio 2024";"INPC - Variação mensal";"1,34";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"junho 2024";"INPC - Variação mensal";"3,86";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"julho 2024";"INPC - Variação mensal";"-0,40";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"agosto 2024";"INPC - Variação mensal";"0,67";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"setembro 2024";"INPC - Variação mensal";"-0,59";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"outubro 2024";"INPC - Variação mensal";"-0,57";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"novembro 2024";"INPC - Variação mensal";"2,68";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"dezembro 2024";"INPC - Variação mensal";"2,00";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"janeiro 2025";"INPC - Variação mensal";"0,93";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"fevereiro 2025";"INPC - Variação mensal";"3,78";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"março 2025";"INPC - Variação mensal";"3,72";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"abril 2025";"INPC - Variação mensal";"4,25";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"maio 2025";"INPC - Variação mensal";"3,38";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"junho 2025";"INPC - Variação mensal";"0,84";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"julho 2025";"INPC - Variação mensal";"1,90";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"agosto 2025";"INPC - Variação mensal";"-0,25";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"setembro 2025";"INPC - Variação mensal";"1,56";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"outubro 2025";"INPC - Variação mensal";"1,45";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"novembro 2025";"INPC - Variação mensal";"1,10";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"dezembro 2025";"INPC - Variação mensal";"0,99";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"janeiro 2026";"INPC - Variação mensal";"0,06";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"fevereiro 2026";"INPC - Variação mensal";"0,23";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"março 2026";"INPC - Variação mensal";"-2,33";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"abril 2026";"INPC - Variação mensal";"-0,48";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"maio 2026";"INPC - Variação mensal";"-0,67";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"junho 2026";"INPC - Variação mensal";"-1,78";"%"
"1114023.Café solúvel";"BR";"1";"Brasil";"julho 2026";"INPC - Variação mensal";"-2,97";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"janeiro 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"fevereiro 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"março 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"abril 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"maio 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"junho 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"julho 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"setembro 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"outubro 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"novembro 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"dezembro 2023";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"janeiro 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"fevereiro 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"março 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"abril 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"maio 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"junho 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"julho 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"agosto 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"setembro 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"outubro 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"novembro 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"dezembro 2024";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"janeiro 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"fevereiro 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"março 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"abril 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"maio 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"junho 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"julho 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"agosto 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"setembro 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"outubro 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"novembro 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"dezembro 2025";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"janeiro 2026";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"fevereiro 2026";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"março 2026";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"abril 2026";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"maio 2026";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"junho 2026";"INPC - Variação mensal";"-";"%"
"1114023.Café solúvel";"RM";"3501";"São Paulo (SP)";"julho 2026";"INPC - Variação mensal";"-";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"janeiro 2020";"INPC - Variação mensal";"-0,45";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"0,34";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"1,68";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"1,22";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"-0,73";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"-0,22";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"-0,02";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"0,61";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"1,13";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"outubro 2020";"INPC - Variação mensal";"-0,12";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"novembro 2020";"INPC - Variação mensal";"0,57";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"dezembro 2020";"INPC - Variação mensal";"-0,15";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"janeiro 2021";"INPC - Variação mensal";"1,12";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"fevereiro 2021";"INPC - Variação mensal";"0,05";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"março 2021";"INPC - Variação mensal";"-0,62";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"abril 2021";"INPC - Variação mensal";"0,62";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"maio 2021";"INPC - Variação mensal";"1,01";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"junho 2021";"INPC - Variação mensal";"0,42";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"julho 2021";"INPC - Variação mensal";"-0,41";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"agosto 2021";"INPC - Variação mensal";"1,03";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"setembro 2021";"INPC - Variação mensal";"0,88";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"outubro 2021";"INPC - Variação mensal";"0,63";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"novembro 2021";"INPC - Variação mensal";"0,94";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"dezembro 2021";"INPC - Variação mensal";"1,17";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"janeiro 2022";"INPC - Variação mensal";"0,65";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"fevereiro 2022";"INPC - Variação mensal";"-0,02";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"março 2022";"INPC - Variação mensal";"1,64";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"abril 2022";"INPC - Variação mensal";"2,05";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"maio 2022";"INPC - Variação mensal";"1,07";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"junho 2022";"INPC - Variação mensal";"0,43";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"julho 2022";"INPC - Variação mensal";"1,40";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"agosto 2022";"INPC - Variação mensal";"1,52";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"setembro 2022";"INPC - Variação mensal";"0,34";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"outubro 2022";"INPC - Variação mensal";"0,33";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"novembro 2022";"INPC - Variação mensal";"0,76";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"dezembro 2022";"INPC - Variação mensal";"1,18";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"janeiro 2023";"INPC - Variação mensal";"0,94";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"fevereiro 2023";"INPC - Variação mensal";"0,48";"%"
"1114083.Refrigerante e água mineral";"BR";"1";"Brasil";"março 2023";"INPC - Variação mensal";"1,24";"%"
