"Tabela 7063 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Geral, grupo, subgrupo, item e subitem";"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Variável";""
"5.Transportes";"BR";"1";"Brasil";"fevereiro 2022";"INPC - Variação mensal";"0,51";"%"
"5.Transportes";"BR";"1";"Brasil";"março 2022";"INPC - Variação mensal";"3,01";"%"
"5.Transportes";"BR";"1";"Brasil";"abril 2022";"INPC - Variação mensal";"1,56";"%"
"5.Transportes";"BR";"1";"Brasil";"maio 2022";"INPC - Variação mensal";"1,11";"%"
"5.Transportes";"BR";"1";"Brasil";"junho 2022";"INPC - Variação mensal";"0,42";"%"
"5.Transportes";"BR";"1";"Brasil";"julho 2022";"INPC - Variação mensal";"-4,44";"%"
"5.Transportes";"BR";"1";"Brasil";"agosto 2022";"INPC - Variação mensal";"-3,24";"%"
"5.Transportes";"BR";"1";"Brasil";"setembro 2022";"INPC - Variação mensal";"-2,09";"%"
"5.Transportes";"BR";"1";"Brasil";"outubro 2022";"INPC - Variação mensal";"-0,01";"%"
"5.Transportes";"BR";"1";"Brasil";"novembro 2022";"INPC - Variação mensal";"0,93";"%"
"5.Transportes";"BR";"1";"Brasil";"dezembro 2022";"INPC - Variação mensal";"0,13";"%"
"5.Transportes";"BR";"1";"Brasil";"janeiro 2023";"INPC - Variação mensal";"0,65";"%"
"5.Transportes";"BR";"1";"Brasil";"fevereiro 2023";"INPC - Variação mensal";"0,60";"%"
"5.Transportes";"BR";"1";"Brasil";"março 2023";"INPC - Variação mensal";"2,23";"%"
"5.Transportes";"BR";"1";"Brasil";"abril 2023";"INPC - Variação mensal";"0,41";"%"
"5.Transportes";"BR";"1";"Brasil";"maio 2023";"INPC - Variação mensal";"-0,14";"%"
"5.Transportes";"BR";"1";"Brasil";"junho 2023";"INPC - Variação mensal";"-0,34";"%"
"5.Transportes";"BR";"1";"Brasil";"julho 2023";"INPC - Variação mensal";"1,17";"%"
"5.Transportes";"BR";"1";"Brasil";"agosto 2023";"INPC - Variação mensal";"0,37";"%"
"5.Transportes";"BR";"1";"Brasil";"setembro 2023";"INPC - Variação mensal";"1,07";"%"
"5.Transportes";"BR";"1";"Brasil";"outubro 2023";"INPC - Variação mensal";"-0,05";"%"
"5.Transportes";"BR";"1";"Brasil";"novembro 2023";"INPC - Variação mensal";"-0,30";"%"
"5.Transportes";"BR";"1";"Brasil";"dezembro 2023";"INPC - Variação mensal";"0,24";"%"
"5.Transportes";"BR";"1";"Brasil";"janeiro 2024";"INPC - Variação mensal";"-0,10";"%"
"5.Transportes";"BR";"1";"Brasil";"fevereiro 2024";"INPC - Variação mensal";"1,04";"%"
"5.Transportes";"BR";"1";"Brasil";"março 2024";"INPC - Variação mensal";"-0,08";"%"
"5.Transportes";"BR";"1";"Brasil";"abril 2024";"INPC - Variação mensal";"0,32";"%"
"5.Transportes";"BR";"1";"Brasil";"maio 2024";"INPC - Variação mensal";"0,36";"%"
"5.Transportes";"BR";"1";"Brasil";"junho 2024";"INPC - Variação mensal";"0,00";"%"
"5.Transportes";"BR";"1";"Brasil";"julho 2024";"INPC - Variação mensal";"1,36";"%"
"5.Transportes";"BR";"1";"Brasil";"agosto 2024";"INPC - Variação mensal";"0,05";"%"
"5.Transportes";"BR";"1";"Brasil";"setembro 2024";"INPC - Variação mensal";"0,03";"%"
"5.Transportes";"BR";"1";"Brasil";"outubro 2024";"INPC - Variação mensal";"-0,45";"%"
"5.Transportes";"BR";"1";"Brasil";"novembro 2024";"INPC - Variação mensal";"0,66";"%"
"5.Transportes";"BR";"1";"Brasil";"dezembro 2024";"INPC - Variação mensal";"0,54";"%"
"5.Transportes";"BR";"1";"Brasil";"janeiro 2025";"INPC - Variação mensal";"1,13";"%"
"5.Transportes";"BR";"1";"Brasil";"fevereiro 2025";"INPC - Variação mensal";"1,11";"%"
"5.Transportes";"BR";"1";"Brasil";"março 2025";"INPC - Variação mensal";"0,26";"%"
"5.Transportes";"BR";"1";"Brasil";"abril 2025";"INPC - Variação mensal";"-0,15";"%"
"5.Transportes";"BR";"1";"Brasil";"maio 2025";"INPC - Variação mensal";"-0,19";"%"
"5.Transportes";"BR";"1";"Brasil";"junho 2025";"INPC - Variação mensal";"0,28";"%"
"5.Transportes";"BR";"1";"Brasil";"julho 2025";"INPC - Variação mensal";"0,19";"%"
"5.Transportes";"BR";"1";"Brasil";"agosto 2025";"INPC - Variação mensal";"-0,25";"%"
"5.Transportes";"BR";"1";"Brasil";"setembro 2025";"INPC - Variação mensal";"0,02";"%"
"5.Transportes";"BR";"1";"Brasil";"outubro 2025";"INPC - Variação mensal";"0,05";"%"
"5.Transportes";"BR";"1";"Brasil";"novembro 2025";"INPC - Variação mensal";"-0,07";"%"
"5.Transportes";"BR";"1";"Brasil";"dezembro 2025";"INPC - Variação mensal";"0,23";"%"
"5.Transportes";"BR";"1";"Brasil";"janeiro 2026";"INPC - Variação mensal";"1,18";"%"
"5.Transportes";"BR";"1";"Brasil";"fevereiro 2026";"INPC - Variação mensal";"0,44";"%"
"5.Transportes";"BR";"1";"Brasil";"março 2026";"INPC - Variação mensal";"1,61";"%"
"5.Transportes";"BR";"1";"Brasil";"abril 2026";"INPC - Variação mensal";"0,37";"%"
"5.Transportes";"BR";"1";"Brasil";"maio 2026";"INPC - Variação mensal";"-0,54";"%"
"5.Transportes";"BR";"1";"Brasil";"junho 2026";"INPC - Variação mensal";"0,10";"%"
"5.Transportes";"BR";"1";"Brasil";"julho 2026";"INPC - Variação mensal";"-0,19";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2020";"INPC - Variação mensal";"0,72";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2020";"INPC - Variação mensal";"0,04";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"março 2020";"INPC - Variação mensal";"-0,49";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2020";"INPC - Variação mensal";"-2,46";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2020";"INPC - Variação mensal";"-0,61";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2020";"INPC - Variação mensal";"0,50";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2020";"INPC - Variação mensal";"0,22";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"0,54";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"0,36";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"1,04";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"1,77";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"0,64";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"0,83";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"1,70";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"2,83";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"-0,25";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"1,80";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"0,12";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"0,94";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"1,69";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"1,20";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"1,95";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"2,82";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"0,16";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"0,22";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"0,65";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"2,22";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"1,72";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"0,87";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"-0,32";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"-3,18";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"-2,36";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"-1,79";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"0,07";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"0,95";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"-0,06";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"0,88";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"0,34";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"1,71";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"0,32";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"0,20";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"-0,41";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"0,85";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"0,23";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2023";"INPC - Variação mensal";"1,03";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2023";"INPC - Variação mensal";"0,01";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2023";"INPC - Variação mensal";"-0,52";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2023";"INPC - Variação mensal";"0,16";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2024";"INPC - Variação mensal";"-0,91";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2024";"INPC - Variação mensal";"1,46";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"março 2024";"INPC - Variação mensal";"-0,14";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2024";"INPC - Variação mensal";"0,31";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2024";"INPC - Variação mensal";"0,10";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2024";"INPC - Variação mensal";"0,04";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2024";"INPC - Variação mensal";"1,52";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2024";"INPC - Variação mensal";"-0,02";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2024";"INPC - Variação mensal";"0,10";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2024";"INPC - Variação mensal";"-0,02";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2024";"INPC - Variação mensal";"0,51";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2024";"INPC - Variação mensal";"0,24";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2025";"INPC - Variação mensal";"1,32";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2025";"INPC - Variação mensal";"1,63";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"março 2025";"INPC - Variação mensal";"0,22";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2025";"INPC - Variação mensal";"0,19";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2025";"INPC - Variação mensal";"-0,50";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2025";"INPC - Variação mensal";"0,35";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2025";"INPC - Variação mensal";"0,29";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2025";"INPC - Variação mensal";"-0,16";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2025";"INPC - Variação mensal";"0,22";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2025";"INPC - Variação mensal";"-0,32";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2025";"INPC - Variação mensal";"0,05";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2025";"INPC - Variação mensal";"0,00";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2026";"INPC - Variação mensal";"1,42";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2026";"INPC - Variação mensal";"1,06";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"março 2026";"INPC - Variação mensal";"1,09";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2026";"INPC - Variação mensal";"0,40";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2026";"INPC - Variação mensal";"-0,74";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2026";"INPC - Variação mensal";"-0,31";"%"
"5.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2026";"INPC - Variação mensal";"0,12";"%"
"51.Transportes";"BR";"1";"Brasil";"janeiro 2020";"INPC - Variação mensal";"0,43";"%"
"51.Transportes";"BR";"1";"Brasil";"fevereiro 2020";"INPC - Variação mensal";"-0,18";"%"
"51.Transportes";"BR";"1";"Brasil";"março 2020";"INPC - Variação mensal";"-0,41";"%"
"51.Transportes";"BR";"1";"Brasil";"abril 2020";"INPC - Variação mensal";"-2,52";"%"
"51.Transportes";"BR";"1";"Brasil";"maio 2020";"INPC - Variação mensal";"-1,44";"%"
"51.Transportes";"BR";"1";"Brasil";"junho 2020";"INPC - Variação mensal";"0,60";"%"
"51.Transportes";"BR";"1";"Brasil";"julho 2020";"INPC - Variação mensal";"0,84";"%"
"51.Transportes";"BR";"1";"Brasil";"agosto 2020";"INPC - Variação mensal";"0,77";"%"
"51.Transportes";"BR";"1";"Brasil";"setembro 2020";"INPC - Variação mensal";"0,69";"%"
"51.Transportes";"BR";"1";"Brasil";"outubro 2020";"INPC - Variação mensal";"0,68";"%"
"51.Transportes";"BR";"1";"Brasil";"novembro 2020";"INPC - Variação mensal";"1,10";"%"
"51.Transportes";"BR";"1";"Brasil";"dezembro 2020";"INPC - Variação mensal";"1,01";"%"
"51.Transportes";"BR";"1";"Brasil";"janeiro 2021";"INPC - Variação mensal";"0,64";"%"
"51.Transportes";"BR";"1";"Brasil";"fevereiro 2021";"INPC - Variação mensal";"2,23";"%"
"51.Transportes";"BR";"1";"Brasil";"março 2021";"INPC - Variação mensal";"3,54";"%"
"51.Transportes";"BR";"1";"Brasil";"abril 2021";"INPC - Variação mensal";"-0,08";"%"
"51.Transportes";"BR";"1";"Brasil";"maio 2021";"INPC - Variação mensal";"1,48";"%"
"51.Transportes";"BR";"1";"Brasil";"junho 2021";"INPC - Variação mensal";"0,50";"%"
"51.Transportes";"BR";"1";"Brasil";"julho 2021";"INPC - Variação mensal";"1,27";"%"
"51.Transportes";"BR";"1";"Brasil";"agosto 2021";"INPC - Variação mensal";"1,43";"%"
"51.Transportes";"BR";"1";"Brasil";"setembro 2021";"INPC - Variação mensal";"1,40";"%"
"51.Transportes";"BR";"1";"Brasil";"outubro 2021";"INPC - Variação mensal";"1,99";"%"
"51.Transportes";"BR";"1";"Brasil";"novembro 2021";"INPC - Variação mensal";"3,18";"%"
"51.Transportes";"BR";"1";"Brasil";"dezembro 2021";"INPC - Variação mensal";"0,27";"%"
"51.Transportes";"BR";"1";"Brasil";"janeiro 2022";"INPC - Variação mensal";"0,19";"%"
"51.Transportes";"BR";"1";"Brasil";"fevereiro 2022";"INPC - Variação mensal";"0,51";"%"
"51.Transportes";"BR";"1";"Brasil";"março 2022";"INPC - Variação mensal";"3,01";"%"
"51.Transportes";"BR";"1";"Brasil";"abril 2022";"INPC - Variação mensal";"1,56";"%"
"51.Transportes";"BR";"1";"Brasil";"maio 2022";"INPC - Variação mensal";"1,11";"%"
"51.Transportes";"BR";"1";"Brasil";"junho 2022";"INPC - Variação mensal";"0,42";"%"
"51.Transportes";"BR";"1";"Brasil";"julho 2022";"INPC - Variação mensal";"-4,44";"%"
"51.Transportes";"BR";"1";"Brasil";"agosto 2022";"INPC - Variação mensal";"-3,24";"%"
"51.Transportes";"BR";"1";"Brasil";"setembro 2022";"INPC - Variação mensal";"-2,09";"%"
"51.Transportes";"BR";"1";"Brasil";"outubro 2022";"INPC - Variação mensal";"-0,01";"%"
"51.Transportes";"BR";"1";"Brasil";"novembro 2022";"INPC - Variação mensal";"0,93";"%"
"51.Transportes";"BR";"1";"Brasil";"dezembro 2022";"INPC - Variação mensal";"0,13";"%"
"51.Transportes";"BR";"1";"Brasil";"janeiro 2023";"INPC - Variação mensal";"0,65";"%"
"51.Transportes";"BR";"1";"Brasil";"fevereiro 2023";"INPC - Variação mensal";"0,60";"%"
"51.Transportes";"BR";"1";"Brasil";"março 2023";"INPC - Variação mensal";"2,23";"%"
"51.Transportes";"BR";"1";"Brasil";"abril 2023";"INPC - Variação mensal";"0,41";"%"
"51.Transportes";"BR";"1";"Brasil";"maio 2023";"INPC - Variação mensal";"-0,14";"%"
"51.Transportes";"BR";"1";"Brasil";"junho 2023";"INPC - Variação mensal";"-0,34";"%"
"51.Transportes";"BR";"1";"Brasil";"julho 2023";"INPC - Variação mensal";"1,17";"%"
"51.Transportes";"BR";"1";"Brasil";"agosto 2023";"INPC - Variação mensal";"0,37";"%"
"51.Transportes";"BR";"1";"Brasil";"setembro 2023";"INPC - Variação mensal";"1,07";"%"
"51.Transportes";"BR";"1";"Brasil";"outubro 2023";"INPC - Variação mensal";"-0,05";"%"
"51.Transportes";"BR";"1";"Brasil";"novembro 2023";"INPC - Variação mensal";"-0,30";"%"
"51.Transportes";"BR";"1";"Brasil";"dezembro 2023";"INPC - Variação mensal";"0,24";"%"
"51.Transportes";"BR";"1";"Brasil";"janeiro 2024";"INPC - Variação mensal";"-0,10";"%"
"51.Transportes";"BR";"1";"Brasil";"fevereiro 2024";"INPC - Variação mensal";"1,04";"%"
"51.Transportes";"BR";"1";"Brasil";"março 2024";"INPC - Variação mensal";"-0,08";"%"
"51.Transportes";"BR";"1";"Brasil";"abril 2024";"INPC - Variação mensal";"0,32";"%"
"51.Transportes";"BR";"1";"Brasil";"maio 2024";"INPC - Variação mensal";"0,36";"%"
"51.Transportes";"BR";"1";"Brasil";"junho 2024";"INPC - Variação mensal";"0,00";"%"
"51.Transportes";"BR";"1";"Brasil";"julho 2024";"INPC - Variação mensal";"1,36";"%"
"51.Transportes";"BR";"1";"Brasil";"agosto 2024";"INPC - Variação mensal";"0,05";"%"
"51.Transportes";"BR";"1";"Brasil";"setembro 2024";"INPC - Variação mensal";"0,03";"%"
"51.Transportes";"BR";"1";"Brasil";"outubro 2024";"INPC - Variação mensal";"-0,45";"%"
"51.Transportes";"BR";"1";"Brasil";"novembro 2024";"INPC - Variação mensal";"0,66";"%"
"51.Transportes";"BR";"1";"Brasil";"dezembro 2024";"INPC - Variação mensal";"0,54";"%"
"51.Transportes";"BR";"1";"Brasil";"janeiro 2025";"INPC - Variação mensal";"1,13";"%"
"51.Transportes";"BR";"1";"Brasil";"fevereiro 2025";"INPC - Variação mensal";"1,11";"%"
"51.Transportes";"BR";"1";"Brasil";"março 2025";"INPC - Variação mensal";"0,26";"%"
"51.Transportes";"BR";"1";"Brasil";"abril 2025";"INPC - Variação mensal";"-0,15";"%"
"51.Transportes";"BR";"1";"Brasil";"maio 2025";"INPC - Variação mensal";"-0,19";"%"
"51.Transportes";"BR";"1";"Brasil";"junho 2025";"INPC - Variação mensal";"0,28";"%"
"51.Transportes";"BR";"1";"Brasil";"julho 2025";"INPC - Variação mensal";"0,19";"%"
"51.Transportes";"BR";"1";"Brasil";"agosto 2025";"INPC - Variação mensal";"-0,25";"%"
"51.Transportes";"BR";"1";"Brasil";"setembro 2025";"INPC - Variação mensal";"0,02";"%"
"51.Transportes";"BR";"1";"Brasil";"outubro 2025";"INPC - Variação mensal";"0,05";"%"
"51.Transportes";"BR";"1";"Brasil";"novembro 2025";"INPC - Variação mensal";"-0,07";"%"
"51.Transportes";"BR";"1";"Brasil";"dezembro 2025";"INPC - Variação mensal";"0,23";"%"
"51.Transportes";"BR";"1";"Brasil";"janeiro 2026";"INPC - Variação mensal";"1,18";"%"
"51.Transportes";"BR";"1";"Brasil";"fevereiro 2026";"INPC - Variação mensal";"0,44";"%"
"51.Transportes";"BR";"1";"Brasil";"março 2026";"INPC - Variação mensal";"1,61";"%"
"51.Transportes";"BR";"1";"Brasil";"abril 2026";"INPC - Variação mensal";"0,37";"%"
"51.Transportes";"BR";"1";"Brasil";"maio 2026";"INPC - Variação mensal";"-0,54";"%"
"51.Transportes";"BR";"1";"Brasil";"junho 2026";"INPC - Variação mensal";"0,10";"%"
"51.Transportes";"BR";"1";"Brasil";"julho 2026";"INPC - Variação mensal";"-0,19";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2020";"INPC - Variação mensal";"0,72";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2020";"INPC - Variação mensal";"0,04";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"março 2020";"INPC - Variação mensal";"-0,49";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2020";"INPC - Variação mensal";"-2,46";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2020";"INPC - Variação mensal";"-0,61";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2020";"INPC - Variação mensal";"0,50";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2020";"INPC - Variação mensal";"0,22";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2020";"INPC - Variação mensal";"0,54";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2020";"INPC - Variação mensal";"0,36";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2020";"INPC - Variação mensal";"1,04";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2020";"INPC - Variação mensal";"1,77";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2020";"INPC - Variação mensal";"0,64";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2021";"INPC - Variação mensal";"0,83";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2021";"INPC - Variação mensal";"1,70";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"março 2021";"INPC - Variação mensal";"2,83";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2021";"INPC - Variação mensal";"-0,25";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2021";"INPC - Variação mensal";"1,80";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2021";"INPC - Variação mensal";"0,12";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2021";"INPC - Variação mensal";"0,94";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2021";"INPC - Variação mensal";"1,69";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2021";"INPC - Variação mensal";"1,20";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2021";"INPC - Variação mensal";"1,95";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2021";"INPC - Variação mensal";"2,82";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2021";"INPC - Variação mensal";"0,16";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2022";"INPC - Variação mensal";"0,22";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2022";"INPC - Variação mensal";"0,65";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"março 2022";"INPC - Variação mensal";"2,22";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2022";"INPC - Variação mensal";"1,72";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2022";"INPC - Variação mensal";"0,87";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2022";"INPC - Variação mensal";"-0,32";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2022";"INPC - Variação mensal";"-3,18";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2022";"INPC - Variação mensal";"-2,36";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2022";"INPC - Variação mensal";"-1,79";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2022";"INPC - Variação mensal";"0,07";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2022";"INPC - Variação mensal";"0,95";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2022";"INPC - Variação mensal";"-0,06";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2023";"INPC - Variação mensal";"0,88";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"fevereiro 2023";"INPC - Variação mensal";"0,34";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"março 2023";"INPC - Variação mensal";"1,71";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"abril 2023";"INPC - Variação mensal";"0,32";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"maio 2023";"INPC - Variação mensal";"0,20";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"junho 2023";"INPC - Variação mensal";"-0,41";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"julho 2023";"INPC - Variação mensal";"0,85";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"agosto 2023";"INPC - Variação mensal";"0,23";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"setembro 2023";"INPC - Variação mensal";"1,03";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"outubro 2023";"INPC - Variação mensal";"0,01";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"novembro 2023";"INPC - Variação mensal";"-0,52";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"dezembro 2023";"INPC - Variação mensal";"0,16";"%"
"51.Transportes";"RM";"3501";"São Paulo (SP)";"janeiro 2024";"INPC - Variação mensal";"-0,91";"%"
