"Tabela 1100 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável";""
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301.Higiene pessoal";"INPC - Variação mensal";"-0,75";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301001.Produto para cabelo";"INPC - Variação mensal";"-0,36";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301002.Fralda descartável";"INPC - Variação mensal";"1,27";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301004.Produto para barba";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301006.Produto para pele";"INPC - Variação mensal";"9,08";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301007.Produto para higiene bucal";"INPC - Variação mensal";"2,12";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301010.Produto para unha";"INPC - Variação mensal";"-0,67";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301011.Perfume";"INPC - Variação mensal";"-4,58";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301014.Desodorante";"INPC - Variação mensal";"1,10";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301015.Absorvente higiênico";"INPC - Variação mensal";"0,27";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301016.Sabonete";"INPC - Variação mensal";"-0,68";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301017.Papel higiênico";"INPC - Variação mensal";"0,64";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"6301020.Artigos de maquiagem";"INPC - Variação mensal";"-1,14";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7.Despesas pessoais";"INPC - Variação mensal";"0,18";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"71.Serviços pessoais";"INPC - Variação mensal";"0,22";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101.Serviços pessoais";"INPC - Variação mensal";"0,22";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101001.Costureira";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101005.Manicure";"INPC - Variação mensal";"1,52";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101009.Cabeleireiro";"INPC - Variação mensal";"-0,15";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101010.Empregado doméstico";"INPC - Variação mensal";"0,34";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101014.Depilação";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101034.Cartório";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101036.Despachante";"INPC - Variação mensal";"1,25";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7101076.Serviço bancário";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"72.Recreação, fumo e fotografia";"INPC - Variação mensal";"0,15";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201.Recreação";"INPC - Variação mensal";"0,23";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201001.Cinema";"INPC - Variação mensal";"1,15";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201002.CD e DVD";"INPC - Variação mensal";"0,14";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201003.Ingresso para jogo";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201006.Clube";"INPC - Variação mensal";"-1,41";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201010.Instrumento musical";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201018.Tratamento de animais";"INPC - Variação mensal";"1,30";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201019.Bicicleta";"INPC - Variação mensal";"0,94";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201020.Alimento para animais";"INPC - Variação mensal";"0,36";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201023.Brinquedo";"INPC - Variação mensal";"0,08";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201052.Locação de DVD";"INPC - Variação mensal";"-0,24";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201054.Boate e danceteria";"INPC - Variação mensal";"-0,54";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201063.Jogos de azar";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201068.Motel";"INPC - Variação mensal";"0,86";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201090.Hotel";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7201095.Excursão";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7202.Fumo";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7202041.Cigarro";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7203.Fotografia e filmagem";"INPC - Variação mensal";"1,99";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7203001.Máquina fotográfica";"INPC - Variação mensal";"1,64";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7203003.Revelação e cópia";"INPC - Variação mensal";"2,48";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"7203004.Filmadora";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8.Educação";"INPC - Variação mensal";"0,16";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"81.Cursos, leitura e papelaria";"INPC - Variação mensal";"0,16";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8101.Cursos regulares";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8101001.Creche";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8101002.Educação infantil";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8101003.Ensino fundamental";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8101004.Ensino médio";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8101005.Ensino superior";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8101006.Pós-graduação";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8102.Leitura";"INPC - Variação mensal";"2,47";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8102001.Jornal diário";"INPC - Variação mensal";"5,56";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8102004.Revista";"INPC - Variação mensal";"0,41";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8102005.Livro";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8103.Papelaria";"INPC - Variação mensal";"-0,52";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8103001.Caderno";"INPC - Variação mensal";"0,33";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8103002.Fotocópia";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8103014.Artigos de papelaria";"INPC - Variação mensal";"-1,18";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8104.Cursos diversos";"INPC - Variação mensal";"0,01";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8104001.Curso preparatório";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8104002.Curso técnico";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8104003.Curso de idioma";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8104004.Curso de informática";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8104005.Autoescola";"INPC - Variação mensal";"0,15";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"8104006.Atividades físicas";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9.Comunicação";"INPC - Variação mensal";"-0,04";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"91.Comunicação";"INPC - Variação mensal";"-0,04";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9101.Comunicação";"INPC - Variação mensal";"-0,04";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9101002.Telefone fixo";"INPC - Variação mensal";"-0,07";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9101003.Telefone público";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9101008.Telefone celular";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9101018.Acesso à internet";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9101019.Aparelho telefônico";"INPC - Variação mensal";"-0,45";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9101021.Telefone com internet - pacote";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"dezembro 2018";"9101022.TV por assinatura com internet";"INPC - Variação mensal";"0,00";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"Índice geral";"INPC - Variação mensal";"0,55";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1.Alimentação e bebidas";"INPC - Variação mensal";"0,74";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"11.Alimentação no domicílio";"INPC - Variação mensal";"0,66";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1101.Cereais, leguminosas e oleaginosas";"INPC - Variação mensal";"3,73";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1101002.Arroz";"INPC - Variação mensal";"0,40";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1101051.Feijão - mulatinho";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1101052.Feijão - preto";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1101053.Feijão - macassar (fradinho)";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1101073.Feijão - carioca (rajado)";"INPC - Variação mensal";"11,11";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1101075.Feijão - branco";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1101079.Milho em grão";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102.Farinhas, féculas e massas";"INPC - Variação mensal";"0,77";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102001.Farinha de arroz";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102006.Macarrão";"INPC - Variação mensal";"0,01";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102008.Fubá de milho";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102009.Amido de milho";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102010.Flocos de milho";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102012.Farinha de trigo";"INPC - Variação mensal";"1,93";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102013.Farinha vitaminada";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102023.Farinha de mandioca";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1102029.Massa semipreparada";"INPC - Variação mensal";"1,94";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103.Tubérculos, raízes e legumes";"INPC - Variação mensal";"-2,34";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103003.Batata-inglesa";"INPC - Variação mensal";"2,77";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103004.Inhame";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103005.Mandioca (aipim)";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103017.Abóbora";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103026.Pimentão";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103028.Tomate";"INPC - Variação mensal";"-17,86";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103043.Cebola";"INPC - Variação mensal";"12,90";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103044.Cenoura";"INPC - Variação mensal";"15,32";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1103046.Mandioquinha (batata-baroa)";"INPC - Variação mensal";"3,94";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1104.Açúcares e derivados";"INPC - Variação mensal";"0,49";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1104003.Açúcar refinado";"INPC - Variação mensal";"-0,28";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1104004.Açúcar cristal";"INPC - Variação mensal";"-0,79";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1104018.Balas";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1104023.Chocolate em barra e bombom";"INPC - Variação mensal";"1,56";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1104032.Sorvete";"INPC - Variação mensal";"0,33";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1104052.Chocolate e achocolatado em pó";"INPC - Variação mensal";"2,14";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105.Hortaliças e verduras";"INPC - Variação mensal";"1,28";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105001.Alface";"INPC - Variação mensal";"0,46";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105004.Coentro";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105005.Couve";"INPC - Variação mensal";"7,08";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105006.Couve-flor";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105010.Repolho";"INPC - Variação mensal";"1,98";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105012.Cheiro-verde";"INPC - Variação mensal";"-0,61";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105013.Agrião";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1105019.Brócolis";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106.Frutas";"INPC - Variação mensal";"6,75";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106001.Banana-da-terra";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106003.Abacaxi";"INPC - Variação mensal";"11,65";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106005.Banana - d'água";"INPC - Variação mensal";"7,35";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106006.Banana - maçã";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106008.Banana - prata";"INPC - Variação mensal";"13,47";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106012.Laranja - lima";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106015.Limão";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106017.Maçã";"INPC - Variação mensal";"6,03";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106018.Mamão";"INPC - Variação mensal";"2,87";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106019.Manga";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106020.Maracujá";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106021.Melancia";"INPC - Variação mensal";"5,17";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106023.Pera";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106027.Tangerina";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106028.Uva";"INPC - Variação mensal";"-1,89";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106039.Laranja - pera";"INPC - Variação mensal";"8,70";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1106084.Goiaba";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107.Carnes";"INPC - Variação mensal";"0,12";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107009.Fígado";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107011.Mocotó de boi";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107018.Carne de porco";"INPC - Variação mensal";"0,47";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107031.Carne de carneiro";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107081.Cupim";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107084.Contrafilé";"INPC - Variação mensal";"0,37";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107085.Filé-mignon";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107087.Chã de dentro";"INPC - Variação mensal";"-0,12";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107088.Alcatra";"INPC - Variação mensal";"1,53";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107089.Patinho";"INPC - Variação mensal";"-2,44";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107090.Lagarto redondo";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107091.Lagarto comum";"INPC - Variação mensal";"-1,65";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107093.Músculo";"INPC - Variação mensal";"-1,95";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107094.Pá";"INPC - Variação mensal";"0,41";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107095.Acém";"INPC - Variação mensal";"1,66";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107096.Peito";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107097.Capa de filé";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1107099.Costela";"INPC - Variação mensal";"0,06";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108.Pescados";"INPC - Variação mensal";"-2,72";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108004.Peixe - corvina";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108005.Peixe - cavalinha";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108006.Peixe";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108008.Peixe - namorado";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108009.Peixe - pescadinha";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108011.Peixe - tainha";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108012.Peixe - sardinha";"INPC - Variação mensal";"-7,03";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108013.Camarão";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108015.Peixe - vermelho";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108019.Peixe - cavala";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108028.Peixe - dourado";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108031.Peixe - merluza";"INPC - Variação mensal";"-2,72";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108032.Peixe - serra";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108038.Peixe - pescada";"INPC - Variação mensal";"6,16";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108049.Peixe - castanha";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108052.Peixe - palombeta";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108054.Peixe - piau";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108072.Peixe - curimatã";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108080.Peixe - tilápia";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108085.Peixe - mapará";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108087.Peixe - tambaqui";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108088.Peixe - dourada";"INPC - Variação mensal";"-";"%"
"RM";"3501";"São Paulo (SP)";"janeiro 2019";"1108112.Peixe - pintado";"INPC - Variação mensal";"-";"%"
