"Tabela 1100 - INPC - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Nível";"Cód.";"Brasil e Região Metropolitana até 2020";"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável";""
"BR";"1";"Brasil";"janeiro 2012";"3102009.Utensílios de vidro e louça";"INPC - Variação mensal";"0,54";"%"
"BR";"1";"Brasil";"janeiro 2012";"3102010.Utensílios de plástico";"INPC - Variação mensal";"-1,02";"%"
"BR";"1";"Brasil";"janeiro 2012";"3102035.Flores naturais";"INPC - Variação mensal";"-1,27";"%"
"BR";"1";"Brasil";"janeiro 2012";"3102040.Utensílios diversos";"INPC - Variação mensal";"0,26";"%"
"BR";"1";"Brasil";"janeiro 2012";"3103.Cama, mesa e banho";"INPC - Variação mensal";"1,02";"%"
"BR";"1";"Brasil";"janeiro 2012";"3103001.Roupa de cama";"INPC - Variação mensal";"0,60";"%"
"BR";"1";"Brasil";"janeiro 2012";"3103003.Roupa de banho";"INPC - Variação mensal";"2,14";"%"
"BR";"1";"Brasil";"janeiro 2012";"32.Aparelhos eletroeletrônicos";"INPC - Variação mensal";"0,13";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201.Eletrodomésticos e equipamentos";"INPC - Variação mensal";"0,29";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201001.Refrigerador";"INPC - Variação mensal";"-0,16";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201006.Máquina de lavar roupa";"INPC - Variação mensal";"0,55";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201007.Ferro elétrico";"INPC - Variação mensal";"0,91";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201012.Liquidificador";"INPC - Variação mensal";"0,76";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201013.Ventilador";"INPC - Variação mensal";"-0,33";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201021.Fogão";"INPC - Variação mensal";"1,42";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201050.Chuveiro elétrico";"INPC - Variação mensal";"0,98";"%"
"BR";"1";"Brasil";"janeiro 2012";"3201065.Forno de micro-ondas";"INPC - Variação mensal";"-0,76";"%"
"BR";"1";"Brasil";"janeiro 2012";"3202.Tv, som e informática";"INPC - Variação mensal";"-0,07";"%"
"BR";"1";"Brasil";"janeiro 2012";"3202001.Televisor";"INPC - Variação mensal";"-2,20";"%"
"BR";"1";"Brasil";"janeiro 2012";"3202003.Aparelho de som";"INPC - Variação mensal";"1,99";"%"
"BR";"1";"Brasil";"janeiro 2012";"3202005.Aparelho de DVD";"INPC - Variação mensal";"0,79";"%"
"BR";"1";"Brasil";"janeiro 2012";"3202013.Antena";"INPC - Variação mensal";"0,40";"%"
"BR";"1";"Brasil";"janeiro 2012";"3202028.Microcomputador";"INPC - Variação mensal";"0,67";"%"
"BR";"1";"Brasil";"janeiro 2012";"33.Consertos e manutenção";"INPC - Variação mensal";"0,12";"%"
"BR";"1";"Brasil";"janeiro 2012";"3301.Consertos e manutenção";"INPC - Variação mensal";"0,12";"%"
"BR";"1";"Brasil";"janeiro 2012";"3301002.Conserto de refrigerador";"INPC - Variação mensal";"-0,56";"%"
"BR";"1";"Brasil";"janeiro 2012";"3301006.Conserto de televisor";"INPC - Variação mensal";"-0,50";"%"
"BR";"1";"Brasil";"janeiro 2012";"3301009.Conserto de aparelho de som";"INPC - Variação mensal";"-1,89";"%"
"BR";"1";"Brasil";"janeiro 2012";"3301015.Conserto de máquina de lavar roupa";"INPC - Variação mensal";"-0,23";"%"
"BR";"1";"Brasil";"janeiro 2012";"3301022.Reforma de estofado";"INPC - Variação mensal";"2,32";"%"
"BR";"1";"Brasil";"janeiro 2012";"3301044.Manutenção de microcomputador";"INPC - Variação mensal";"-0,05";"%"
"BR";"1";"Brasil";"janeiro 2012";"4.Vestuário";"INPC - Variação mensal";"-0,08";"%"
"BR";"1";"Brasil";"janeiro 2012";"41.Roupas";"INPC - Variação mensal";"-0,15";"%"
"BR";"1";"Brasil";"janeiro 2012";"4101.Roupa masculina";"INPC - Variação mensal";"0,04";"%"
"BR";"1";"Brasil";"janeiro 2012";"4101002.Calça comprida masculina";"INPC - Variação mensal";"-0,12";"%"
"BR";"1";"Brasil";"janeiro 2012";"4101004.Terno";"INPC - Variação mensal";"-1,42";"%"
"BR";"1";"Brasil";"janeiro 2012";"4101005.Agasalho masculino";"INPC - Variação mensal";"0,29";"%"
"BR";"1";"Brasil";"janeiro 2012";"4101006.Short e bermuda masculina";"INPC - Variação mensal";"-0,04";"%"
"BR";"1";"Brasil";"janeiro 2012";"4101008.Cueca";"INPC - Variação mensal";"-1,45";"%"
"BR";"1";"Brasil";"janeiro 2012";"4101009.Camisa/camiseta masculina";"INPC - Variação mensal";"0,36";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102.Roupa feminina";"INPC - Variação mensal";"-0,13";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102002.Calça comprida feminina";"INPC - Variação mensal";"0,35";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102003.Agasalho feminino";"INPC - Variação mensal";"-0,35";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102004.Saia";"INPC - Variação mensal";"-2,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102005.Vestido";"INPC - Variação mensal";"-0,57";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102008.Blusa";"INPC - Variação mensal";"-0,13";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102010.Lingerie";"INPC - Variação mensal";"-1,05";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102011.Roupa de dormir feminina";"INPC - Variação mensal";"1,89";"%"
"BR";"1";"Brasil";"janeiro 2012";"4102013.Bermuda e short feminino";"INPC - Variação mensal";"0,49";"%"
"BR";"1";"Brasil";"janeiro 2012";"4103.Roupa infantil";"INPC - Variação mensal";"-0,52";"%"
"BR";"1";"Brasil";"janeiro 2012";"4103001.Uniforme escolar";"INPC - Variação mensal";"1,86";"%"
"BR";"1";"Brasil";"janeiro 2012";"4103002.Calça comprida infantil";"INPC - Variação mensal";"-0,37";"%"
"BR";"1";"Brasil";"janeiro 2012";"4103005.Agasalho infantil";"INPC - Variação mensal";"0,87";"%"
"BR";"1";"Brasil";"janeiro 2012";"4103007.Vestido infantil";"INPC - Variação mensal";"-0,62";"%"
"BR";"1";"Brasil";"janeiro 2012";"4103008.Bermuda e short infantil";"INPC - Variação mensal";"-0,12";"%"
"BR";"1";"Brasil";"janeiro 2012";"4103011.Camisa/camiseta infantil";"INPC - Variação mensal";"-1,08";"%"
"BR";"1";"Brasil";"janeiro 2012";"4103031.Conjunto infantil";"INPC - Variação mensal";"0,13";"%"
"BR";"1";"Brasil";"janeiro 2012";"42.Calçados e acessórios";"INPC - Variação mensal";"-0,10";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201.Calçados e acessórios";"INPC - Variação mensal";"-0,10";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201002.Sapato masculino";"INPC - Variação mensal";"-0,60";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201003.Sapato feminino";"INPC - Variação mensal";"0,37";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201004.Sapato infantil";"INPC - Variação mensal";"0,47";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201006.Sandália / chinelo masculino";"INPC - Variação mensal";"-0,79";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201007.Sandália / chinelo feminino";"INPC - Variação mensal";"0,13";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201008.Sandália / chinelo infantil";"INPC - Variação mensal";"0,90";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201015.Bolsa";"INPC - Variação mensal";"0,34";"%"
"BR";"1";"Brasil";"janeiro 2012";"4201063.Tênis";"INPC - Variação mensal";"-0,48";"%"
"BR";"1";"Brasil";"janeiro 2012";"43.Joias e bijuterias";"INPC - Variação mensal";"1,50";"%"
"BR";"1";"Brasil";"janeiro 2012";"4301.Joias e bijuterias";"INPC - Variação mensal";"1,50";"%"
"BR";"1";"Brasil";"janeiro 2012";"4301001.Bijuteria";"INPC - Variação mensal";"0,97";"%"
"BR";"1";"Brasil";"janeiro 2012";"4301002.Joia";"INPC - Variação mensal";"2,84";"%"
"BR";"1";"Brasil";"janeiro 2012";"4301004.Relógio de pulso";"INPC - Variação mensal";"-0,50";"%"
"BR";"1";"Brasil";"janeiro 2012";"44.Tecidos e armarinho";"INPC - Variação mensal";"-0,63";"%"
"BR";"1";"Brasil";"janeiro 2012";"4401.Tecidos e armarinho";"INPC - Variação mensal";"-0,63";"%"
"BR";"1";"Brasil";"janeiro 2012";"4401001.Tecido";"INPC - Variação mensal";"-0,90";"%"
"BR";"1";"Brasil";"janeiro 2012";"4401002.Artigos de armarinho";"INPC - Variação mensal";"0,45";"%"
"BR";"1";"Brasil";"janeiro 2012";"4401005.Acortinado (mosquiteiro)";"INPC - Variação mensal";"-0,68";"%"
"BR";"1";"Brasil";"janeiro 2012";"5.Transportes";"INPC - Variação mensal";"0,87";"%"
"BR";"1";"Brasil";"janeiro 2012";"51.Transportes";"INPC - Variação mensal";"0,87";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101.Transporte público";"INPC - Variação mensal";"2,27";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101001.Ônibus urbano";"INPC - Variação mensal";"2,26";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101002.Táxi";"INPC - Variação mensal";"0,37";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101004.Trem";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101006.Ônibus intermunicipal";"INPC - Variação mensal";"3,43";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101007.Ônibus interestadual";"INPC - Variação mensal";"0,58";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101010.Passagem aérea";"INPC - Variação mensal";"9,60";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101011.Metrô";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101022.Transporte hidroviário";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"5101026.Transporte escolar";"INPC - Variação mensal";"-0,07";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102.Veículo próprio";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102001.Automóvel novo";"INPC - Variação mensal";"0,12";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102004.Emplacamento e licença";"INPC - Variação mensal";"0,10";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102005.Seguro voluntário de veículo";"INPC - Variação mensal";"3,22";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102006.Multa";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102007.Óleo lubrificante";"INPC - Variação mensal";"-0,26";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102009.Acessórios e peças";"INPC - Variação mensal";"1,18";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102010.Pneu";"INPC - Variação mensal";"0,40";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102011.Conserto de automóvel";"INPC - Variação mensal";"0,70";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102015.Pedágio";"INPC - Variação mensal";"2,64";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102019.Lubrificação e lavagem";"INPC - Variação mensal";"0,51";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102020.Automóvel usado";"INPC - Variação mensal";"-0,88";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102037.Pintura de veículo";"INPC - Variação mensal";"2,59";"%"
"BR";"1";"Brasil";"janeiro 2012";"5102053.Motocicleta";"INPC - Variação mensal";"-0,28";"%"
"BR";"1";"Brasil";"janeiro 2012";"5104.Combustíveis (veículos)";"INPC - Variação mensal";"-0,47";"%"
"BR";"1";"Brasil";"janeiro 2012";"5104001.Gasolina";"INPC - Variação mensal";"-0,38";"%"
"BR";"1";"Brasil";"janeiro 2012";"5104002.Etanol";"INPC - Variação mensal";"-1,14";"%"
"BR";"1";"Brasil";"janeiro 2012";"5104003.Óleo diesel";"INPC - Variação mensal";"0,70";"%"
"BR";"1";"Brasil";"janeiro 2012";"5104005.Gás veicular";"INPC - Variação mensal";"0,78";"%"
"BR";"1";"Brasil";"janeiro 2012";"6.Saúde e cuidados pessoais";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"janeiro 2012";"61.Produtos farmacêuticos e óticos";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101.Produtos farmacêuticos";"INPC - Variação mensal";"0,11";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101001.Anti-infeccioso e antibiótico";"INPC - Variação mensal";"0,14";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101002.Analgésico e antitérmico";"INPC - Variação mensal";"-0,11";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101003.Anti-inflamatório e antirreumático";"INPC - Variação mensal";"0,28";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101004.Antigripal e antitussígeno";"INPC - Variação mensal";"0,08";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101006.Dermatológico";"INPC - Variação mensal";"0,29";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101007.Antialérgico e broncodilatador";"INPC - Variação mensal";"0,12";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101009.Gastroprotetor";"INPC - Variação mensal";"0,11";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101010.Vitamina e fortificante";"INPC - Variação mensal";"0,82";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101011.Hormônio";"INPC - Variação mensal";"-0,10";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101013.Psicotrópico e anorexígeno";"INPC - Variação mensal";"0,07";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101014.Hipotensor e hipocolesterolêmico";"INPC - Variação mensal";"0,08";"%"
"BR";"1";"Brasil";"janeiro 2012";"6101051.Oftalmológico";"INPC - Variação mensal";"0,30";"%"
"BR";"1";"Brasil";"janeiro 2012";"6102.Produtos óticos";"INPC - Variação mensal";"0,42";"%"
"BR";"1";"Brasil";"janeiro 2012";"6102002.Armação de óculos";"INPC - Variação mensal";"-0,29";"%"
"BR";"1";"Brasil";"janeiro 2012";"6102003.Óculos sem grau";"INPC - Variação mensal";"1,39";"%"
"BR";"1";"Brasil";"janeiro 2012";"6102011.Lentes de óculos e de contato";"INPC - Variação mensal";"0,09";"%"
"BR";"1";"Brasil";"janeiro 2012";"62.Serviços de saúde";"INPC - Variação mensal";"1,05";"%"
"BR";"1";"Brasil";"janeiro 2012";"6201.Serviços médicos e dentários";"INPC - Variação mensal";"2,01";"%"
"BR";"1";"Brasil";"janeiro 2012";"6201002.Médico";"INPC - Variação mensal";"2,20";"%"
"BR";"1";"Brasil";"janeiro 2012";"6201003.Dentista";"INPC - Variação mensal";"1,94";"%"
"BR";"1";"Brasil";"janeiro 2012";"6201005.Aparelho ortodôntico";"INPC - Variação mensal";"0,87";"%"
"BR";"1";"Brasil";"janeiro 2012";"6202.Serviços laboratoriais e hospitalares";"INPC - Variação mensal";"0,86";"%"
"BR";"1";"Brasil";"janeiro 2012";"6202003.Exame de laboratório";"INPC - Variação mensal";"0,77";"%"
"BR";"1";"Brasil";"janeiro 2012";"6202004.Hospitalização e cirurgia";"INPC - Variação mensal";"1,25";"%"
"BR";"1";"Brasil";"janeiro 2012";"6202006.Exame de imagem";"INPC - Variação mensal";"0,52";"%"
"BR";"1";"Brasil";"janeiro 2012";"6203.Plano de saúde";"INPC - Variação mensal";"0,60";"%"
"BR";"1";"Brasil";"janeiro 2012";"6203001.Plano de saúde";"INPC - Variação mensal";"0,60";"%"
"BR";"1";"Brasil";"janeiro 2012";"63.Cuidados pessoais";"INPC - Variação mensal";"-0,47";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301.Higiene pessoal";"INPC - Variação mensal";"-0,47";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301001.Produto para cabelo";"INPC - Variação mensal";"-0,05";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301002.Fralda descartável";"INPC - Variação mensal";"0,58";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301004.Produto para barba";"INPC - Variação mensal";"1,69";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301006.Produto para pele";"INPC - Variação mensal";"-0,31";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301007.Produto para higiene bucal";"INPC - Variação mensal";"0,40";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301010.Produto para unha";"INPC - Variação mensal";"0,19";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301011.Perfume";"INPC - Variação mensal";"-1,48";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301014.Desodorante";"INPC - Variação mensal";"1,39";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301015.Absorvente higiênico";"INPC - Variação mensal";"0,68";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301016.Sabonete";"INPC - Variação mensal";"0,70";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301017.Papel higiênico";"INPC - Variação mensal";"0,47";"%"
"BR";"1";"Brasil";"janeiro 2012";"6301020.Artigos de maquiagem";"INPC - Variação mensal";"-0,61";"%"
"BR";"1";"Brasil";"janeiro 2012";"7.Despesas pessoais";"INPC - Variação mensal";"0,40";"%"
"BR";"1";"Brasil";"janeiro 2012";"71.Serviços pessoais";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101.Serviços pessoais";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101001.Costureira";"INPC - Variação mensal";"1,54";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101005.Manicure";"INPC - Variação mensal";"1,82";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101009.Cabeleireiro";"INPC - Variação mensal";"-0,53";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101010.Empregado doméstico";"INPC - Variação mensal";"0,67";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101014.Depilação";"INPC - Variação mensal";"...";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101034.Cartório";"INPC - Variação mensal";"1,39";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101036.Despachante";"INPC - Variação mensal";"3,93";"%"
"BR";"1";"Brasil";"janeiro 2012";"7101076.Serviço bancário";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"72.Recreação, fumo e fotografia";"INPC - Variação mensal";"0,56";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201.Recreação";"INPC - Variação mensal";"0,88";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201001.Cinema";"INPC - Variação mensal";"1,29";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201002.CD e DVD";"INPC - Variação mensal";"-0,52";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201003.Ingresso para jogo";"INPC - Variação mensal";"-1,19";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201006.Clube";"INPC - Variação mensal";"2,69";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201010.Instrumento musical";"INPC - Variação mensal";"0,23";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201018.Tratamento de animais";"INPC - Variação mensal";"0,85";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201019.Bicicleta";"INPC - Variação mensal";"0,43";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201020.Alimento para animais";"INPC - Variação mensal";"2,02";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201023.Brinquedo";"INPC - Variação mensal";"0,85";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201052.Locação de DVD";"INPC - Variação mensal";"0,56";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201054.Boate e danceteria";"INPC - Variação mensal";"0,82";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201063.Jogos de azar";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201068.Motel";"INPC - Variação mensal";"0,38";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201090.Hotel";"INPC - Variação mensal";"3,73";"%"
"BR";"1";"Brasil";"janeiro 2012";"7201095.Excursão";"INPC - Variação mensal";"2,61";"%"
"BR";"1";"Brasil";"janeiro 2012";"7202.Fumo";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"7202041.Cigarro";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"7203.Fotografia e filmagem";"INPC - Variação mensal";"-0,02";"%"
"BR";"1";"Brasil";"janeiro 2012";"7203001.Máquina fotográfica";"INPC - Variação mensal";"-0,47";"%"
"BR";"1";"Brasil";"janeiro 2012";"7203003.Revelação e cópia";"INPC - Variação mensal";"0,63";"%"
"BR";"1";"Brasil";"janeiro 2012";"7203004.Filmadora";"INPC - Variação mensal";"1,47";"%"
"BR";"1";"Brasil";"janeiro 2012";"8.Educação";"INPC - Variação mensal";"0,45";"%"
"BR";"1";"Brasil";"janeiro 2012";"81.Cursos, leitura e papelaria";"INPC - Variação mensal";"0,45";"%"
"BR";"1";"Brasil";"janeiro 2012";"8101.Cursos regulares";"INPC - Variação mensal";"0,26";"%"
"BR";"1";"Brasil";"janeiro 2012";"8101001.Creche";"INPC - Variação mensal";"1,89";"%"
"BR";"1";"Brasil";"janeiro 2012";"8101002.Educação infantil";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"8101003.Ensino fundamental";"INPC - Variação mensal";"0,29";"%"
"BR";"1";"Brasil";"janeiro 2012";"8101004.Ensino médio";"INPC - Variação mensal";"0,38";"%"
"BR";"1";"Brasil";"janeiro 2012";"8101005.Ensino superior";"INPC - Variação mensal";"0,25";"%"
"BR";"1";"Brasil";"janeiro 2012";"8101006.Pós-graduação";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"8102.Leitura";"INPC - Variação mensal";"0,59";"%"
"BR";"1";"Brasil";"janeiro 2012";"8102001.Jornal diário";"INPC - Variação mensal";"1,03";"%"
"BR";"1";"Brasil";"janeiro 2012";"8102004.Revista";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"8102005.Livro";"INPC - Variação mensal";"1,30";"%"
"BR";"1";"Brasil";"janeiro 2012";"8103.Papelaria";"INPC - Variação mensal";"1,33";"%"
"BR";"1";"Brasil";"janeiro 2012";"8103001.Caderno";"INPC - Variação mensal";"1,07";"%"
"BR";"1";"Brasil";"janeiro 2012";"8103002.Fotocópia";"INPC - Variação mensal";"1,14";"%"
"BR";"1";"Brasil";"janeiro 2012";"8103014.Artigos de papelaria";"INPC - Variação mensal";"1,60";"%"
"BR";"1";"Brasil";"janeiro 2012";"8104.Cursos diversos";"INPC - Variação mensal";"0,12";"%"
"BR";"1";"Brasil";"janeiro 2012";"8104001.Curso preparatório";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"8104002.Curso técnico";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"8104003.Curso de idioma";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"8104004.Curso de informática";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"8104005.Autoescola";"INPC - Variação mensal";"1,85";"%"
"BR";"1";"Brasil";"janeiro 2012";"8104006.Atividades físicas";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"9.Comunicação";"INPC - Variação mensal";"0,21";"%"
"BR";"1";"Brasil";"janeiro 2012";"91.Comunicação";"INPC - Variação mensal";"0,21";"%"
"BR";"1";"Brasil";"janeiro 2012";"9101.Comunicação";"INPC - Variação mensal";"0,21";"%"
"BR";"1";"Brasil";"janeiro 2012";"9101002.Telefone fixo";"INPC - Variação mensal";"0,84";"%"
"BR";"1";"Brasil";"janeiro 2012";"9101003.Telefone público";"INPC - Variação mensal";"0,58";"%"
"BR";"1";"Brasil";"janeiro 2012";"9101008.Telefone celular";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"9101018.Acesso à internet";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"9101019.Aparelho telefônico";"INPC - Variação mensal";"-1,08";"%"
"BR";"1";"Brasil";"janeiro 2012";"9101021.Telefone com internet - pacote";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"janeiro 2012";"9101022.TV por assinatura com internet";"INPC - Variação mensal";"0,00";"%"
"BR";"1";"Brasil";"fevereiro 2012";"Índice geral";"INPC - Variação mensal";"0,39";"%"
"BR";"1";"Brasil";"fevereiro 2012";"1.Alimentação e bebidas";"INPC - Variação mensal";"0,21";"%"
"BR";"1";"Brasil";"fevereiro 2012";"11.Alimentação no domicílio";"INPC - Variação mensal";"0,07";"%"
"BR";"1";"Brasil";"fevereiro 2012";"1101.Cereais, leguminosas e oleaginosas";"INPC - Variação mensal";"4,36";"%"
"BR";"1";"Brasil";"fevereiro 2012";"1101002.Arroz";"INPC - Variação mensal";"1,05";"%"
"BR";"1";"Brasil";"fevereiro 2012";"1101051.Feijão - mulatinho";"INPC - Variação mensal";"2,85";"%"
